hex_string,utf8_string,emoji_desc
1F64C,\u00f0\u009f\u0099\u008c,raising hands
1F64C 1F3FB,\u00f0\u009f\u0099\u008c\u00f0\u009f\u008f\u00bb,raising hands: light skin tone
1F64C 1F3FC,\u00f0\u009f\u0099\u008c\u00f0\u009f\u008f\u00bc,raising hands: medium-light skin tone
1F64C 1F3FD,\u00f0\u009f\u0099\u008c\u00f0\u009f\u008f\u00bd,raising hands: medium skin tone
1F64C 1F3FE,\u00f0\u009f\u0099\u008c\u00f0\u009f\u008f\u00be,raising hands: medium-dark skin tone
1F64C 1F3FF,\u00f0\u009f\u0099\u008c\u00f0\u009f\u008f\u00bf,raising hands: dark skin tone
1F450,\u00f0\u009f\u0091\u0090,open hands
1F450 1F3FB,\u00f0\u009f\u0091\u0090\u00f0\u009f\u008f\u00bb,open hands: light skin tone
1F450 1F3FC,\u00f0\u009f\u0091\u0090\u00f0\u009f\u008f\u00bc,open hands: medium-light skin tone
1F450 1F3FD,\u00f0\u009f\u0091\u0090\u00f0\u009f\u008f\u00bd,open hands: medium skin tone
1F450 1F3FE,\u00f0\u009f\u0091\u0090\u00f0\u009f\u008f\u00be,open hands: medium-dark skin tone
1F450 1F3FF,\u00f0\u009f\u0091\u0090\u00f0\u009f\u008f\u00bf,open hands: dark skin tone
1F932,\u00f0\u009f\u00a4\u00b2,palms up together
1F932 1F3FB,\u00f0\u009f\u00a4\u00b2\u00f0\u009f\u008f\u00bb,palms up together: light skin tone
1F932 1F3FC,\u00f0\u009f\u00a4\u00b2\u00f0\u009f\u008f\u00bc,palms up together: medium-light skin tone
1F932 1F3FD,\u00f0\u009f\u00a4\u00b2\u00f0\u009f\u008f\u00bd,palms up together: medium skin tone
1F932 1F3FE,\u00f0\u009f\u00a4\u00b2\u00f0\u009f\u008f\u00be,palms up together: medium-dark skin tone
1F932 1F3FF,\u00f0\u009f\u00a4\u00b2\u00f0\u009f\u008f\u00bf,palms up together: dark skin tone
1F91D,\u00f0\u009f\u00a4\u009d,handshake
1F64F,\u00f0\u009f\u0099\u008f,folded hands
1F64F 1F3FB,\u00f0\u009f\u0099\u008f\u00f0\u009f\u008f\u00bb,folded hands: light skin tone
1F64F 1F3FC,\u00f0\u009f\u0099\u008f\u00f0\u009f\u008f\u00bc,folded hands: medium-light skin tone
1F64F 1F3FD,\u00f0\u009f\u0099\u008f\u00f0\u009f\u008f\u00bd,folded hands: medium skin tone
1F64F 1F3FE,\u00f0\u009f\u0099\u008f\u00f0\u009f\u008f\u00be,folded hands: medium-dark skin tone
1F64F 1F3FF,\u00f0\u009f\u0099\u008f\u00f0\u009f\u008f\u00bf,folded hands: dark skin tone
270D FE0F,\u00e2\u009c\u008d\u00ef\u00b8\u008f,writing hand
270D,\u00e2\u009c\u008d,writing hand
270D 1F3FB,\u00e2\u009c\u008d\u00f0\u009f\u008f\u00bb,writing hand: light skin tone
270D 1F3FC,\u00e2\u009c\u008d\u00f0\u009f\u008f\u00bc,writing hand: medium-light skin tone
270D 1F3FD,\u00e2\u009c\u008d\u00f0\u009f\u008f\u00bd,writing hand: medium skin tone
270D 1F3FE,\u00e2\u009c\u008d\u00f0\u009f\u008f\u00be,writing hand: medium-dark skin tone
270D 1F3FF,\u00e2\u009c\u008d\u00f0\u009f\u008f\u00bf,writing hand: dark skin tone
1F485,\u00f0\u009f\u0092\u0085,nail polish
1F485 1F3FB,\u00f0\u009f\u0092\u0085\u00f0\u009f\u008f\u00bb,nail polish: light skin tone
1F485 1F3FC,\u00f0\u009f\u0092\u0085\u00f0\u009f\u008f\u00bc,nail polish: medium-light skin tone
1F485 1F3FD,\u00f0\u009f\u0092\u0085\u00f0\u009f\u008f\u00bd,nail polish: medium skin tone
1F485 1F3FE,\u00f0\u009f\u0092\u0085\u00f0\u009f\u008f\u00be,nail polish: medium-dark skin tone
1F485 1F3FF,\u00f0\u009f\u0092\u0085\u00f0\u009f\u008f\u00bf,nail polish: dark skin tone
1F933,\u00f0\u009f\u00a4\u00b3,selfie
1F933 1F3FB,\u00f0\u009f\u00a4\u00b3\u00f0\u009f\u008f\u00bb,selfie: light skin tone
1F933 1F3FC,\u00f0\u009f\u00a4\u00b3\u00f0\u009f\u008f\u00bc,selfie: medium-light skin tone
1F933 1F3FD,\u00f0\u009f\u00a4\u00b3\u00f0\u009f\u008f\u00bd,selfie: medium skin tone
1F933 1F3FE,\u00f0\u009f\u00a4\u00b3\u00f0\u009f\u008f\u00be,selfie: medium-dark skin tone
1F933 1F3FF,\u00f0\u009f\u00a4\u00b3\u00f0\u009f\u008f\u00bf,selfie: dark skin tone
1F4AA,\u00f0\u009f\u0092\u00aa,flexed biceps
1F4AA 1F3FB,\u00f0\u009f\u0092\u00aa\u00f0\u009f\u008f\u00bb,flexed biceps: light skin tone
1F4AA 1F3FC,\u00f0\u009f\u0092\u00aa\u00f0\u009f\u008f\u00bc,flexed biceps: medium-light skin tone
1F4AA 1F3FD,\u00f0\u009f\u0092\u00aa\u00f0\u009f\u008f\u00bd,flexed biceps: medium skin tone
1F4AA 1F3FE,\u00f0\u009f\u0092\u00aa\u00f0\u009f\u008f\u00be,flexed biceps: medium-dark skin tone
1F4AA 1F3FF,\u00f0\u009f\u0092\u00aa\u00f0\u009f\u008f\u00bf,flexed biceps: dark skin tone
1F9BE,\u00f0\u009f\u00a6\u00be,mechanical arm
1F9BF,\u00f0\u009f\u00a6\u00bf,mechanical leg
1F9B5,\u00f0\u009f\u00a6\u00b5,leg
1F9B5 1F3FB,\u00f0\u009f\u00a6\u00b5\u00f0\u009f\u008f\u00bb,leg: light skin tone
1F9B5 1F3FC,\u00f0\u009f\u00a6\u00b5\u00f0\u009f\u008f\u00bc,leg: medium-light skin tone
1F9B5 1F3FD,\u00f0\u009f\u00a6\u00b5\u00f0\u009f\u008f\u00bd,leg: medium skin tone
1F9B5 1F3FE,\u00f0\u009f\u00a6\u00b5\u00f0\u009f\u008f\u00be,leg: medium-dark skin tone
1F9B5 1F3FF,\u00f0\u009f\u00a6\u00b5\u00f0\u009f\u008f\u00bf,leg: dark skin tone
1F9B6,\u00f0\u009f\u00a6\u00b6,foot
1F9B6 1F3FB,\u00f0\u009f\u00a6\u00b6\u00f0\u009f\u008f\u00bb,foot: light skin tone
1F9B6 1F3FC,\u00f0\u009f\u00a6\u00b6\u00f0\u009f\u008f\u00bc,foot: medium-light skin tone
1F9B6 1F3FD,\u00f0\u009f\u00a6\u00b6\u00f0\u009f\u008f\u00bd,foot: medium skin tone
1F9B6 1F3FE,\u00f0\u009f\u00a6\u00b6\u00f0\u009f\u008f\u00be,foot: medium-dark skin tone
1F9B6 1F3FF,\u00f0\u009f\u00a6\u00b6\u00f0\u009f\u008f\u00bf,foot: dark skin tone
1F442,\u00f0\u009f\u0091\u0082,ear
1F442 1F3FB,\u00f0\u009f\u0091\u0082\u00f0\u009f\u008f\u00bb,ear: light skin tone
1F442 1F3FC,\u00f0\u009f\u0091\u0082\u00f0\u009f\u008f\u00bc,ear: medium-light skin tone
1F442 1F3FD,\u00f0\u009f\u0091\u0082\u00f0\u009f\u008f\u00bd,ear: medium skin tone
1F442 1F3FE,\u00f0\u009f\u0091\u0082\u00f0\u009f\u008f\u00be,ear: medium-dark skin tone
1F442 1F3FF,\u00f0\u009f\u0091\u0082\u00f0\u009f\u008f\u00bf,ear: dark skin tone
1F9BB,\u00f0\u009f\u00a6\u00bb,ear with hearing aid
1F9BB 1F3FB,\u00f0\u009f\u00a6\u00bb\u00f0\u009f\u008f\u00bb,ear with hearing aid: light skin tone
1F9BB 1F3FC,\u00f0\u009f\u00a6\u00bb\u00f0\u009f\u008f\u00bc,ear with hearing aid: medium-light skin tone
1F9BB 1F3FD,\u00f0\u009f\u00a6\u00bb\u00f0\u009f\u008f\u00bd,ear with hearing aid: medium skin tone
1F9BB 1F3FE,\u00f0\u009f\u00a6\u00bb\u00f0\u009f\u008f\u00be,ear with hearing aid: medium-dark skin tone
1F9BB 1F3FF,\u00f0\u009f\u00a6\u00bb\u00f0\u009f\u008f\u00bf,ear with hearing aid: dark skin tone
1F443,\u00f0\u009f\u0091\u0083,nose
1F443 1F3FB,\u00f0\u009f\u0091\u0083\u00f0\u009f\u008f\u00bb,nose: light skin tone
1F443 1F3FC,\u00f0\u009f\u0091\u0083\u00f0\u009f\u008f\u00bc,nose: medium-light skin tone
1F443 1F3FD,\u00f0\u009f\u0091\u0083\u00f0\u009f\u008f\u00bd,nose: medium skin tone
1F443 1F3FE,\u00f0\u009f\u0091\u0083\u00f0\u009f\u008f\u00be,nose: medium-dark skin tone
1F443 1F3FF,\u00f0\u009f\u0091\u0083\u00f0\u009f\u008f\u00bf,nose: dark skin tone
1F9E0,\u00f0\u009f\u00a7\u00a0,brain
1FAC0,\u00f0\u009f\u00ab\u0080,anatomical heart
1FAC1,\u00f0\u009f\u00ab\u0081,lungs
1F9B7,\u00f0\u009f\u00a6\u00b7,tooth
1F9B4,\u00f0\u009f\u00a6\u00b4,bone
1F440,\u00f0\u009f\u0091\u0080,eyes
1F441 FE0F,\u00f0\u009f\u0091\u0081\u00ef\u00b8\u008f,eye
1F441,\u00f0\u009f\u0091\u0081,eye
1F445,\u00f0\u009f\u0091\u0085,tongue
1F444,\u00f0\u009f\u0091\u0084,mouth
1F476,\u00f0\u009f\u0091\u00b6,baby
1F476 1F3FB,\u00f0\u009f\u0091\u00b6\u00f0\u009f\u008f\u00bb,baby: light skin tone
1F476 1F3FC,\u00f0\u009f\u0091\u00b6\u00f0\u009f\u008f\u00bc,baby: medium-light skin tone
1F476 1F3FD,\u00f0\u009f\u0091\u00b6\u00f0\u009f\u008f\u00bd,baby: medium skin tone
1F476 1F3FE,\u00f0\u009f\u0091\u00b6\u00f0\u009f\u008f\u00be,baby: medium-dark skin tone
1F476 1F3FF,\u00f0\u009f\u0091\u00b6\u00f0\u009f\u008f\u00bf,baby: dark skin tone
1F9D2,\u00f0\u009f\u00a7\u0092,child
1F9D2 1F3FB,\u00f0\u009f\u00a7\u0092\u00f0\u009f\u008f\u00bb,child: light skin tone
1F9D2 1F3FC,\u00f0\u009f\u00a7\u0092\u00f0\u009f\u008f\u00bc,child: medium-light skin tone
1F9D2 1F3FD,\u00f0\u009f\u00a7\u0092\u00f0\u009f\u008f\u00bd,child: medium skin tone
1F9D2 1F3FE,\u00f0\u009f\u00a7\u0092\u00f0\u009f\u008f\u00be,child: medium-dark skin tone
1F9D2 1F3FF,\u00f0\u009f\u00a7\u0092\u00f0\u009f\u008f\u00bf,child: dark skin tone
1F466,\u00f0\u009f\u0091\u00a6,boy
1F466 1F3FB,\u00f0\u009f\u0091\u00a6\u00f0\u009f\u008f\u00bb,boy: light skin tone
1F466 1F3FC,\u00f0\u009f\u0091\u00a6\u00f0\u009f\u008f\u00bc,boy: medium-light skin tone
1F466 1F3FD,\u00f0\u009f\u0091\u00a6\u00f0\u009f\u008f\u00bd,boy: medium skin tone
1F466 1F3FE,\u00f0\u009f\u0091\u00a6\u00f0\u009f\u008f\u00be,boy: medium-dark skin tone
1F466 1F3FF,\u00f0\u009f\u0091\u00a6\u00f0\u009f\u008f\u00bf,boy: dark skin tone
1F467,\u00f0\u009f\u0091\u00a7,girl
1F467 1F3FB,\u00f0\u009f\u0091\u00a7\u00f0\u009f\u008f\u00bb,girl: light skin tone
1F467 1F3FC,\u00f0\u009f\u0091\u00a7\u00f0\u009f\u008f\u00bc,girl: medium-light skin tone
1F467 1F3FD,\u00f0\u009f\u0091\u00a7\u00f0\u009f\u008f\u00bd,girl: medium skin tone
1F467 1F3FE,\u00f0\u009f\u0091\u00a7\u00f0\u009f\u008f\u00be,girl: medium-dark skin tone
1F467 1F3FF,\u00f0\u009f\u0091\u00a7\u00f0\u009f\u008f\u00bf,girl: dark skin tone
1F9D1,\u00f0\u009f\u00a7\u0091,person
1F9D1 1F3FB,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb,person: light skin tone
1F9D1 1F3FC,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc,person: medium-light skin tone
1F9D1 1F3FD,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd,person: medium skin tone
1F9D1 1F3FE,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be,person: medium-dark skin tone
1F9D1 1F3FF,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf,person: dark skin tone
1F471,\u00f0\u009f\u0091\u00b1,person: blond hair
1F471 1F3FB,\u00f0\u009f\u0091\u00b1\u00f0\u009f\u008f\u00bb,person: light skin tone, blond hair
1F471 1F3FC,\u00f0\u009f\u0091\u00b1\u00f0\u009f\u008f\u00bc,person: medium-light skin tone, blond hair
1F471 1F3FD,\u00f0\u009f\u0091\u00b1\u00f0\u009f\u008f\u00bd,person: medium skin tone, blond hair
1F471 1F3FE,\u00f0\u009f\u0091\u00b1\u00f0\u009f\u008f\u00be,person: medium-dark skin tone, blond hair
1F471 1F3FF,\u00f0\u009f\u0091\u00b1\u00f0\u009f\u008f\u00bf,person: dark skin tone, blond hair
1F468,\u00f0\u009f\u0091\u00a8,man
1F468 1F3FB,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb,man: light skin tone
1F468 1F3FC,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc,man: medium-light skin tone
1F468 1F3FD,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd,man: medium skin tone
1F468 1F3FE,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be,man: medium-dark skin tone
1F468 1F3FF,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf,man: dark skin tone
1F9D4,\u00f0\u009f\u00a7\u0094,man: beard
1F9D4 1F3FB,\u00f0\u009f\u00a7\u0094\u00f0\u009f\u008f\u00bb,man: light skin tone, beard
1F9D4 1F3FC,\u00f0\u009f\u00a7\u0094\u00f0\u009f\u008f\u00bc,man: medium-light skin tone, beard
1F9D4 1F3FD,\u00f0\u009f\u00a7\u0094\u00f0\u009f\u008f\u00bd,man: medium skin tone, beard
1F9D4 1F3FE,\u00f0\u009f\u00a7\u0094\u00f0\u009f\u008f\u00be,man: medium-dark skin tone, beard
1F9D4 1F3FF,\u00f0\u009f\u00a7\u0094\u00f0\u009f\u008f\u00bf,man: dark skin tone, beard
1F468 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: red hair
1F468 1F3FB 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: light skin tone, red hair
1F468 1F3FC 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: medium-light skin tone, red hair
1F468 1F3FD 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: medium skin tone, red hair
1F468 1F3FE 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: medium-dark skin tone, red hair
1F468 1F3FF 200D 1F9B0,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,man: dark skin tone, red hair
1F468 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: curly hair
1F468 1F3FB 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: light skin tone, curly hair
1F468 1F3FC 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: medium-light skin tone, curly hair
1F468 1F3FD 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: medium skin tone, curly hair
1F468 1F3FE 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: medium-dark skin tone, curly hair
1F468 1F3FF 200D 1F9B1,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,man: dark skin tone, curly hair
1F468 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: white hair
1F468 1F3FB 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: light skin tone, white hair
1F468 1F3FC 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: medium-light skin tone, white hair
1F468 1F3FD 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: medium skin tone, white hair
1F468 1F3FE 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: medium-dark skin tone, white hair
1F468 1F3FF 200D 1F9B3,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,man: dark skin tone, white hair
1F468 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: bald
1F468 1F3FB 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: light skin tone, bald
1F468 1F3FC 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: medium-light skin tone, bald
1F468 1F3FD 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: medium skin tone, bald
1F468 1F3FE 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: medium-dark skin tone, bald
1F468 1F3FF 200D 1F9B2,\u00f0\u009f\u0091\u00a8\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,man: dark skin tone, bald
1F469,\u00f0\u009f\u0091\u00a9,woman
1F469 1F3FB,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb,woman: light skin tone
1F469 1F3FC,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc,woman: medium-light skin tone
1F469 1F3FD,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd,woman: medium skin tone
1F469 1F3FE,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be,woman: medium-dark skin tone
1F469 1F3FF,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf,woman: dark skin tone
1F469 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: red hair
1F469 1F3FB 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: light skin tone, red hair
1F469 1F3FC 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: medium-light skin tone, red hair
1F469 1F3FD 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: medium skin tone, red hair
1F469 1F3FE 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: medium-dark skin tone, red hair
1F469 1F3FF 200D 1F9B0,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,woman: dark skin tone, red hair
1F9D1 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: red hair
1F9D1 1F3FB 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: light skin tone, red hair
1F9D1 1F3FC 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: medium-light skin tone, red hair
1F9D1 1F3FD 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: medium skin tone, red hair
1F9D1 1F3FE 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: medium-dark skin tone, red hair
1F9D1 1F3FF 200D 1F9B0,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b0,person: dark skin tone, red hair
1F469 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: curly hair
1F469 1F3FB 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: light skin tone, curly hair
1F469 1F3FC 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: medium-light skin tone, curly hair
1F469 1F3FD 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: medium skin tone, curly hair
1F469 1F3FE 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: medium-dark skin tone, curly hair
1F469 1F3FF 200D 1F9B1,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,woman: dark skin tone, curly hair
1F9D1 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: curly hair
1F9D1 1F3FB 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: light skin tone, curly hair
1F9D1 1F3FC 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: medium-light skin tone, curly hair
1F9D1 1F3FD 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: medium skin tone, curly hair
1F9D1 1F3FE 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: medium-dark skin tone, curly hair
1F9D1 1F3FF 200D 1F9B1,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b1,person: dark skin tone, curly hair
1F469 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: white hair
1F469 1F3FB 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: light skin tone, white hair
1F469 1F3FC 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: medium-light skin tone, white hair
1F469 1F3FD 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: medium skin tone, white hair
1F469 1F3FE 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: medium-dark skin tone, white hair
1F469 1F3FF 200D 1F9B3,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,woman: dark skin tone, white hair
1F9D1 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: white hair
1F9D1 1F3FB 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: light skin tone, white hair
1F9D1 1F3FC 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: medium-light skin tone, white hair
1F9D1 1F3FD 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: medium skin tone, white hair
1F9D1 1F3FE 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: medium-dark skin tone, white hair
1F9D1 1F3FF 200D 1F9B3,\u00f0\u009f\u00a7\u0091\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b3,person: dark skin tone, white hair
1F469 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: bald
1F469 1F3FB 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: light skin tone, bald
1F469 1F3FC 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: medium-light skin tone, bald
1F469 1F3FD 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: medium skin tone, bald
1F469 1F3FE 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: medium-dark skin tone, bald
1F469 1F3FF 200D 1F9B2,\u00f0\u009f\u0091\u00a9\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00f0\u009f\u00a6\u00b2,woman: dark skin tone, bald
